timestamp,Pressure,Mass_Flow,Temperature
2025/7/31 23:55,3913.441767262129,9.99999999997e-05,249.0635561532449
2025/8/1 00:00,3916.333299394424,0.0001,249.10713385794887
2025/8/1 00:05,3915.109182408949,0.0001000000000002,249.0886884431532
2025/8/1 00:10,3906.225372264387,9.99999999999e-05,248.95469164569224
2025/8/1 00:15,3914.206659462689,0.0001,249.07508608908324
2025/8/1 00:20,3914.78428367792,9.99999999999e-05,249.0837920159546
2025/8/1 00:25,3905.774568188554,9.99999999999e-05,248.94788583257343
2025/8/1 00:30,3914.415348132418,0.0001,249.07823154907817
2025/8/1 00:35,3905.494969531912,9.99999999999e-05,248.94366441452155
2025/8/1 00:40,3913.366396088818,9.99999999997e-05,249.06241991962625
2025/8/1 00:45,3915.653525135692,0.0001,249.09689133136192
2025/8/1 00:50,3913.872694952761,9.99999999998e-05,249.0700521417648
2025/8/1 00:55,3896.4215227350487,9.99999999999e-05,248.806546506096
2025/8/1 01:00,3893.120274330297,9.99999999999e-05,248.7565973776458
2025/8/1 01:05,3886.29090796648,0.0001,248.65316344985445
2025/8/1 01:10,3927.599028346913,0.0001,249.2766827813364
2025/8/1 01:15,3905.574802987072,9.99999999999e-05,248.9448697743502
2025/8/1 01:20,3904.349544707266,0.0001,248.92636822025
2025/8/1 01:25,3893.624645846062,0.0001,248.7642308069244
2025/8/1 01:30,3904.050031246078,9.99999999999e-05,248.92184485303807
2025/8/1 01:35,3913.430823900689,9.99999999999e-05,249.0633911811977
2025/8/1 01:40,3905.0761323843694,0.0001,248.9373403220089
2025/8/1 01:45,3903.297773487124,0.0001,248.91048279567565
2025/8/1 01:50,3904.6902004866624,9.99999999999e-05,248.93151261155663
2025/8/1 01:55,3893.689620858264,0.0001,248.7652141185769
2025/8/1 02:00,3875.144663950431,9.99999999999e-05,248.48404900386947
2025/8/1 02:05,3873.3437968805406,9.99999999999e-05,248.45669071523025
2025/8/1 02:10,3844.49940963388,9.99999999999e-05,248.0171611354156
2025/8/1 02:15,3892.461203640029,0.0001,248.7466215064976
2025/8/1 02:20,3883.844484771443,0.0001,248.61607736902812
2025/8/1 02:25,3893.482069267648,0.0001,248.76207305322748
2025/8/1 02:30,3893.338134140183,9.99999999999e-05,248.7598946778719
2025/8/1 02:35,3894.169568313946,0.0001,248.7724771050912
2025/8/1 02:40,3903.444063725453,0.0001,248.9126924862484
2025/8/1 02:45,3884.8841747332544,9.99999999999e-05,248.63184053394292
2025/8/1 02:50,3892.552276232143,9.99999999999e-05,248.74800008275747
2025/8/1 02:55,3884.2567744505977,0.0001,248.62232864817247
2025/8/1 03:00,3902.896148197954,9.99999999999e-05,248.90441598405607
2025/8/1 03:05,3884.669433660557,0.0001,248.6285850214385
2025/8/1 03:10,3882.5448562390698,9.99999999999e-05,248.596368623768
2025/8/1 03:15,3883.177677109766,9.99999999999e-05,248.6059659241736
2025/8/1 03:20,3914.017660660774,0.0001,249.0722372938027
2025/8/1 03:25,3893.747378300037,9.99999999999e-05,248.76608819121168
2025/8/1 03:30,3864.3127044823855,9.99999999999e-05,248.3193456701385
2025/8/1 03:35,3872.408216342039,0.0001,248.44247378167324
2025/8/1 03:40,3904.2567725372814,9.99999999999e-05,248.9249671677497
2025/8/1 03:45,3912.7290506899935,9.99999999999e-05,249.0528111562129
2025/8/1 03:50,3884.237047723537,0.0001,248.62202955626924
2025/8/1 03:55,3872.1239482975534,0.0001,248.43815356844595
2025/8/1 04:00,3882.291718116061,0.0001,248.59252921989992
2025/8/1 04:05,3903.7447455074057,9.99999999999e-05,248.91723403718345
2025/8/1 04:10,3902.570889789212,0.0001,248.8995023935268
2025/8/1 04:15,3903.481732253892,0.0001,248.91326145305692
2025/8/1 04:20,3903.363141590132,9.99999999999e-05,248.91147017821868
2025/8/1 04:25,3884.637835163917,0.0001,248.6281059710288
2025/8/1 04:30,3872.9813301012296,9.99999999999e-05,248.4511830396332
2025/8/1 04:35,3883.338043865076,9.99999999999e-05,248.60839784071104
2025/8/1 04:40,3893.187150806148,0.0001,248.75760956568425
2025/8/1 04:45,3883.734336041311,9.99999999999e-05,248.6144071697429
2025/8/1 04:50,3893.725308725367,0.0001,248.76575420232643
2025/8/1 04:55,3893.0414272455446,0.0001,248.7554039950864
2025/8/1 05:00,3884.796267474651,9.99999999999e-05,248.6305078610729
2025/8/1 05:05,3883.003410090002,0.0001,248.603323126845
2025/8/1 05:10,3884.51850558332,9.99999999999e-05,248.6262968427136
2025/8/1 05:15,3922.761994870684,0.0001,249.20393123668885
2025/8/1 05:20,3884.891910029866,9.99999999999e-05,248.63195779983027
2025/8/1 05:25,3873.5927717062655,0.0001,248.46047365412983
2025/8/1 05:30,3884.872434487078,0.0001,248.63166255330304
2025/8/1 05:35,3923.394461469236,0.0001,249.21344777163188
2025/8/1 05:40,3884.74003226152,0.0001,248.629655323878
2025/8/1 05:45,3873.50454997196,0.0001,248.459133228945
2025/8/1 05:50,3873.2375335315696,9.99999999999e-05,248.4550760866283
2025/8/1 05:55,3893.274322494216,9.99999999999e-05,248.75892890558453
2025/8/1 06:00,3893.894894786547,0.0001,248.76832058789023
2025/8/1 06:05,3883.942981693329,9.99999999999e-05,248.6175708597309
2025/8/1 06:10,3893.6032401315774,9.99999999999e-05,248.7639068567377
2025/8/1 06:15,3884.630924755045,9.99999999999e-05,248.6280012050709
2025/8/1 06:20,3903.490018709109,0.0001,248.91338661581108
2025/8/1 06:25,3875.178575143389,9.99999999999e-05,248.48456408018623
